'HH:MM:SS.SSS', 'HR(%)', 'T1(C)', 'P(hPa)','T2(C)'
13:09:22.577,71.32,19.24,1008.34,18.95
13:09:23.559,71.26,19.26,1008.36,18.96
13:09:24.588,71.25,19.26,1008.36,18.96
13:09:25.619,71.3,19.22,1008.38,18.96
13:09:26.648,71.17,19.2,1008.37,18.96
13:09:27.676,71.24,19.26,1008.37,18.97
13:09:28.710,71.36,19.27,1008.36,19
13:09:29.693,71.32,19.26,1008.37,18.99
13:09:30.723,71.16,19.29,1008.38,19.01
13:09:31.754,71.22,19.27,1008.37,18.97
13:09:32.790,71.27,19.29,1008.37,18.98
13:09:33.817,71.22,19.27,1008.34,18.98
13:09:34.844,71.19,19.27,1008.35,18.96
13:09:35.874,71.2,19.26,1008.36,18.95
13:09:36.854,71.22,19.26,1008.33,18.95
13:09:37.890,71.21,19.2,1008.38,18.95
13:09:38.921,71.2,19.22,1008.35,18.97
13:09:39.953,71.12,19.26,1008.35,18.96
13:09:40.980,71.22,19.31,1008.39,18.95
13:09:42.008,71.21,19.24,1008.38,18.97
13:09:42.991,71.11,19.22,1008.37,18.97
13:09:44.021,71.21,19.27,1008.38,18.95
13:09:45.047,71.1,19.27,1008.37,18.93
13:09:46.077,71.15,19.26,1008.36,18.94
13:09:47.107,71.16,19.26,1008.36,18.95
13:09:48.137,71.13,19.27,1008.37,18.95
13:09:49.170,71.2,19.27,1008.38,18.96
13:09:50.151,71.23,19.29,1008.35,18.96
13:09:51.186,71.18,19.27,1008.36,18.98
13:09:52.215,71.14,19.29,1008.38,18.98
13:09:53.246,71.27,19.29,1008.37,18.99
13:09:54.276,71.2,19.33,1008.34,19
13:09:55.305,71.24,19.35,1008.38,18.97
13:09:56.335,71.22,19.29,1008.36,18.98
13:09:57.319,71.08,19.29,1008.37,18.97
13:09:58.353,71.2,19.31,1008.36,18.96
13:09:59.380,71.22,19.26,1008.36,18.96
13:10:00.409,71.13,19.31,1008.37,18.93
13:10:01.436,71.11,19.33,1008.39,18.94
13:10:02.463,71.17,19.29,1008.36,18.92
13:10:03.492,71.18,19.29,1008.35,18.93
13:10:04.476,71.16,19.24,1008.37,18.92
13:10:05.507,71.1,19.27,1008.36,18.92
13:10:06.537,71.1,19.24,1008.37,18.94
13:10:07.571,71.14,19.26,1008.37,18.93
13:10:08.598,71.08,19.24,1008.34,18.93
13:10:09.626,71.22,19.2,1008.36,18.92
13:10:10.654,71.12,19.26,1008.36,18.92
13:10:11.637,71.04,19.24,1008.37,18.93
13:10:12.667,71.12,19.22,1008.34,18.91
13:10:13.695,71.1,19.22,1008.37,18.91
13:10:14.723,71.14,19.27,1008.38,18.88
13:10:15.758,71.12,19.2,1008.35,18.87
13:10:16.789,71.05,19.22,1008.35,18.86
13:10:17.774,71.07,19.2,1008.35,18.89
13:10:18.805,71.09,19.22,1008.35,18.88
13:10:19.837,71.08,19.22,1008.33,18.9
13:10:20.864,71.08,19.22,1008.37,18.91
13:10:21.898,71.05,19.26,1008.37,18.89
13:10:22.929,71.07,19.22,1008.37,18.91
13:10:23.914,71.1,19.26,1008.36,18.91
13:10:24.944,71.1,19.27,1008.36,18.9
13:10:25.976,71.05,19.22,1008.39,18.91
13:10:27.005,71.1,19.26,1008.36,18.91
13:10:28.037,71.03,19.29,1008.34,18.92
13:10:29.027,71.11,19.26,1008.35,18.91
13:10:30.059,70.99,19.26,1008.35,18.92
13:10:31.088,70.99,19.27,1008.38,18.95
13:10:32.119,71.14,19.26,1008.35,18.95
13:10:33.150,70.94,19.27,1008.34,18.97
13:10:34.185,71.02,19.27,1008.35,18.96
13:10:35.168,71,19.29,1008.36,18.96
13:10:36.198,71.12,19.29,1008.34,18.95
13:10:37.224,71.03,19.27,1008.41,18.95
13:10:38.253,71.05,19.29,1008.37,18.92
13:10:39.281,71.05,19.24,1008.34,18.92
13:10:40.313,71.06,19.26,1008.37,18.92
13:10:41.343,71.06,19.26,1008.36,18.92
13:10:42.372,70.96,19.24,1008.34,18.9
13:10:43.355,70.99,19.24,1008.35,18.91
13:10:44.390,71.12,19.24,1008.36,18.9
13:10:45.422,71,19.26,1008.35,18.92
13:10:46.453,71.1,19.29,1008.34,18.93
13:10:47.482,71,19.27,1008.36,18.95
13:10:48.465,71.15,19.27,1008.36,18.95
13:10:49.498,71.08,19.26,1008.35,18.96
13:10:50.531,71.04,19.26,1008.37,18.97
13:10:51.561,71,19.26,1008.36,18.98
13:10:52.592,71.05,19.33,1008.35,18.99
13:10:53.577,71.03,19.29,1008.36,19
13:10:54.609,71.08,19.35,1008.35,19
13:10:55.635,71.05,19.27,1008.39,19
13:10:56.667,71.03,19.31,1008.33,19
13:10:57.697,71.06,19.35,1008.35,18.99
13:10:58.727,71.06,19.31,1008.35,19.01
13:10:59.757,71.07,19.36,1008.35,19.02
13:11:00.738,71.09,19.33,1008.37,19.02
13:11:01.765,71.01,19.31,1008.33,19.01
13:11:02.795,71.05,19.36,1008.34,19.02
13:11:03.824,71.03,19.35,1008.35,19.01
13:11:04.857,70.98,19.31,1008.36,19
13:11:05.885,71.01,19.35,1008.38,19.03
13:11:06.913,71.05,19.35,1008.37,19.01
13:11:07.938,71.04,19.33,1008.37,19
13:11:08.921,71.05,19.35,1008.36,19.03
13:11:09.950,70.99,19.36,1008.37,19.03
13:11:10.981,71.03,19.36,1008.37,19.04
13:11:12.012,71.03,19.38,1008.36,19.05
13:11:13.046,71.02,19.4,1008.34,19.05
13:11:14.074,70.98,19.4,1008.35,19.05
13:11:15.057,71.04,19.42,1008.33,19.05
13:11:16.091,70.99,19.38,1008.37,19.06
13:11:17.121,71.11,19.4,1008.4,19.07
13:11:18.148,70.99,19.4,1008.37,19.06
13:11:19.181,71.06,19.42,1008.36,19.06
13:11:20.210,71,19.4,1008.37,19.07
13:11:21.241,71.02,19.38,1008.36,19.07
13:11:22.228,70.99,19.38,1008.33,19.07
13:11:23.256,71,19.4,1008.34,19.07
13:11:24.285,70.97,19.4,1008.34,19.06
13:11:25.315,70.92,19.35,1008.38,19.05
13:11:26.346,70.99,19.33,1008.34,19.03
13:11:27.375,70.86,19.35,1008.36,19.05
13:11:28.404,70.91,19.36,1008.36,19.05
13:11:29.392,70.89,19.4,1008.32,19.04
13:11:30.419,71.01,19.4,1008.35,19.07
13:11:31.449,70.97,19.38,1008.37,19.08
13:11:32.484,71.06,19.36,1008.36,19.08
13:11:33.514,71.03,19.36,1008.32,19.08
13:11:34.543,71.11,19.36,1008.35,19.09
13:11:35.528,71.16,19.4,1008.37,19.1
13:11:36.559,71.08,19.38,1008.38,19.11
13:11:37.593,71.22,19.42,1008.36,19.08
13:11:38.610,71.13,19.38,1008.37,19.08
13:11:39.639,71.19,19.36,1008.36,19.1
13:11:40.669,71.1,19.4,1008.36,19.05
13:11:41.703,71.07,19.35,1008.36,19.07
13:11:42.693,71.14,19.35,1008.38,19.09
13:11:43.724,71.02,19.36,1008.31,19.08
13:11:44.753,71.07,19.36,1008.37,19.1
13:11:45.780,71.09,19.4,1008.37,19.09
13:11:46.808,71.01,19.4,1008.39,19.12
13:11:47.842,70.99,19.42,1008.39,19.1
13:11:48.827,71.07,19.44,1008.34,19.07
13:11:49.855,71.05,19.38,1008.34,19.07
13:11:50.881,71.14,19.42,1008.36,19.1
13:11:51.911,71.11,19.4,1008.37,19.1
13:11:52.941,71.08,19.44,1008.35,19.11
13:11:53.970,71.03,19.42,1008.36,19.1
13:11:54.955,71.03,19.44,1008.37,19.1
13:11:55.984,71.02,19.45,1008.38,19.11
13:11:57.016,71.1,19.42,1008.35,19.09
13:11:58.045,70.99,19.45,1008.34,19.09
13:11:59.079,71.08,19.42,1008.4,19.11
13:12:00.110,71.01,19.44,1008.39,19.12
13:12:01.139,71.02,19.47,1008.36,19.11
13:12:02.120,70.93,19.44,1008.36,19.11
13:12:03.150,70.96,19.45,1008.36,19.13
13:12:04.178,70.96,19.42,1008.35,19.11
13:12:05.205,70.99,19.44,1008.36,19.12
13:12:06.235,71.01,19.44,1008.35,19.11
13:12:07.257,71.02,19.45,1008.37,19.12
13:12:08.286,70.92,19.45,1008.33,19.13
13:12:09.313,70.99,19.45,1008.39,19.13
13:12:10.342,71.02,19.51,1008.37,19.13
13:12:11.330,70.94,19.47,1008.36,19.14
13:12:12.359,71.09,19.44,1008.41,19.13
13:12:13.390,70.91,19.49,1008.36,19.11
13:12:14.420,70.94,19.45,1008.38,19.1
13:12:15.453,70.9,19.44,1008.36,19.1
13:12:16.479,70.95,19.42,1008.34,19.08
13:12:17.463,70.86,19.42,1008.37,19.06
13:12:18.492,70.79,19.36,1008.38,19.07
13:12:19.522,70.91,19.36,1008.36,19.05
13:12:20.549,70.95,19.42,1008.35,19.06
13:12:21.580,70.94,19.38,1008.36,19.05
13:12:22.609,70.83,19.38,1008.34,19.02
13:12:23.639,70.88,19.36,1008.35,19.02
13:12:24.625,70.91,19.33,1008.34,19.02
13:12:25.653,70.87,19.36,1008.34,19.04
13:12:26.679,70.96,19.38,1008.36,19.03
13:12:27.713,70.85,19.35,1008.38,19.03
13:12:28.742,70.86,19.33,1008.38,19.04
13:12:29.771,70.91,19.35,1008.38,19.06
13:12:30.759,70.89,19.33,1008.36,19.06
13:12:31.787,70.91,19.36,1008.34,19.07
13:12:32.818,70.92,19.4,1008.35,19.07
13:12:33.846,70.92,19.38,1008.36,19.08
13:12:34.876,70.91,19.4,1008.37,19.05
13:12:35.903,70.85,19.42,1008.32,19.05
13:12:36.934,70.79,19.4,1008.36,19.03
13:12:37.919,70.85,19.38,1008.37,19.05
13:12:38.949,70.87,19.38,1008.35,19.03
13:12:39.978,70.79,19.36,1008.35,19.04
13:12:41.005,70.87,19.42,1008.36,19.03
13:12:42.033,70.75,19.4,1008.38,19.04
13:12:43.063,70.89,19.4,1008.35,19.05
13:12:44.093,70.88,19.36,1008.35,19.07
13:12:45.122,70.81,19.44,1008.37,19.06
13:12:46.106,70.84,19.44,1008.35,19.06
13:12:47.137,70.76,19.38,1008.38,19.06
13:12:48.169,70.89,19.38,1008.37,19.06
13:12:49.184,70.75,19.42,1008.38,19.07
13:12:50.214,70.84,19.42,1008.33,19.06
13:12:51.244,70.78,19.42,1008.36,19.07
13:12:52.274,70.74,19.42,1008.39,19.1
13:12:53.304,70.89,19.44,1008.37,19.1
13:12:54.288,70.76,19.45,1008.39,19.12
13:12:55.316,70.82,19.44,1008.35,19.13
13:12:56.346,70.81,19.47,1008.36,19.13
13:12:57.381,70.87,19.44,1008.38,19.14
13:12:58.412,70.74,19.44,1008.34,19.14
13:12:59.445,70.83,19.45,1008.37,19.14
13:13:00.428,70.76,19.47,1008.38,19.15
13:13:01.455,70.73,19.47,1008.35,19.15
13:13:02.483,70.71,19.51,1008.4,19.16
13:13:03.513,70.88,19.51,1008.35,19.16
13:13:04.540,70.92,19.45,1008.36,19.13
13:13:05.569,70.83,19.47,1008.38,19.14
13:13:06.602,70.67,19.51,1008.38,19.14
13:13:07.633,70.73,19.45,1008.39,19.14
13:13:08.619,70.76,19.49,1008.34,19.15
13:13:09.652,70.68,19.51,1008.36,19.15
13:13:10.679,70.66,19.51,1008.39,19.14
13:13:11.709,70.73,19.44,1008.37,19.15
13:13:12.738,70.69,19.51,1008.36,19.17
13:13:13.764,70.71,19.51,1008.39,19.16
13:13:14.790,70.69,19.53,1008.39,19.14
13:13:15.774,70.58,19.49,1008.36,19.15
13:13:16.805,70.66,19.51,1008.35,19.16
13:13:17.836,70.61,19.49,1008.36,19.15
13:13:18.863,70.58,19.53,1008.36,19.15
13:13:19.891,70.63,19.49,1008.37,19.15
13:13:20.921,70.62,19.53,1008.39,19.18
13:13:21.953,70.54,19.54,1008.35,19.18
13:13:22.936,70.55,19.54,1008.39,19.2
13:13:23.968,70.61,19.51,1008.39,19.2
13:13:24.997,70.64,19.51,1008.33,19.21
13:13:26.026,70.64,19.45,1008.39,19.21
13:13:27.054,70.55,19.53,1008.34,19.2
13:13:28.081,70.61,19.51,1008.41,19.21
13:13:29.108,70.62,19.45,1008.39,19.2
13:13:30.093,70.58,19.45,1008.39,19.2
13:13:31.124,70.6,19.45,1008.35,19.22
13:13:32.156,70.58,19.47,1008.35,19.21
13:13:33.188,70.51,19.44,1008.36,19.22
13:13:34.217,70.6,19.47,1008.42,19.23
13:13:35.246,70.53,19.45,1008.36,19.24
13:13:36.232,70.56,19.47,1008.37,19.24
13:13:37.259,70.43,19.47,1008.36,19.23
13:13:38.291,70.56,19.45,1008.37,19.23
13:13:39.322,70.41,19.47,1008.36,19.22
13:13:40.353,70.44,19.51,1008.38,19.21
13:13:41.384,70.42,19.49,1008.36,19.24
13:13:42.367,70.37,19.49,1008.36,19.24
13:13:43.396,70.33,19.53,1008.39,19.23
13:13:44.423,70.38,19.49,1008.4,19.24
13:13:45.452,70.37,19.53,1008.37,19.26
13:13:46.481,70.26,19.54,1008.4,19.23
13:13:47.508,70.18,19.51,1008.37,19.21
13:13:48.537,70.24,19.54,1008.36,19.25
13:13:49.566,70.19,19.54,1008.4,19.24
13:13:50.549,70.1,19.51,1008.34,19.25
13:13:51.579,70.17,19.56,1008.37,19.25
13:13:52.605,70.18,19.58,1008.37,19.24
13:13:53.637,70.11,19.54,1008.35,19.23
13:13:54.664,70.12,19.56,1008.35,19.25
13:13:55.695,70.09,19.56,1008.38,19.25
13:13:56.729,70.09,19.54,1008.36,19.25
13:13:57.716,70.12,19.6,1008.37,19.25
13:13:58.744,70.13,19.58,1008.37,19.26
13:13:59.779,70.06,19.56,1008.38,19.28
13:14:00.810,70.13,19.58,1008.39,19.28
13:14:01.837,70.07,19.62,1008.39,19.29
13:14:02.866,69.97,19.6,1008.33,19.29
13:14:03.854,70.08,19.62,1008.35,19.28
13:14:04.885,70.03,19.58,1008.35,19.3
13:14:05.914,70.02,19.65,1008.36,19.3
13:14:06.925,69.96,19.63,1008.37,19.31
13:14:07.951,69.95,19.6,1008.37,19.3
13:14:08.981,69.96,19.62,1008.36,19.28
13:14:10.013,69.95,19.6,1008.38,19.29
13:14:11.044,69.89,19.6,1008.36,19.31
13:14:12.034,69.9,19.58,1008.37,19.31
13:14:13.063,69.84,19.6,1008.36,19.33
13:14:14.092,69.93,19.63,1008.39,19.34
13:14:15.125,69.98,19.63,1008.36,19.35
13:14:16.156,69.93,19.56,1008.38,19.36
13:14:17.182,69.92,19.63,1008.41,19.37
13:14:18.212,69.9,19.63,1008.36,19.35
13:14:19.195,69.82,19.69,1008.38,19.37
13:14:20.228,69.96,19.71,1008.41,19.38
13:14:21.259,69.91,19.67,1008.36,19.37
13:14:22.290,69.9,19.69,1008.36,19.37
13:14:23.321,69.82,19.71,1008.38,19.4
13:14:24.352,69.9,19.71,1008.36,19.41
13:14:25.333,69.82,19.65,1008.33,19.41
13:14:26.364,69.82,19.67,1008.35,19.42
13:14:27.395,69.74,19.69,1008.38,19.42
13:14:28.424,69.78,19.72,1008.36,19.44
13:14:29.455,69.82,19.69,1008.37,19.44
13:14:30.486,69.85,19.71,1008.4,19.45
13:14:31.467,69.76,19.74,1008.36,19.46
13:14:32.495,69.85,19.72,1008.38,19.46
13:14:33.527,69.78,19.71,1008.34,19.45
13:14:34.559,69.74,19.72,1008.4,19.43
13:14:35.590,69.81,19.74,1008.37,19.44
13:14:36.625,69.67,19.69,1008.36,19.41
13:14:37.609,69.72,19.69,1008.4,19.4
13:14:38.641,69.65,19.71,1008.38,19.42
13:14:39.671,69.6,19.69,1008.38,19.39
13:14:40.699,69.54,19.67,1008.4,19.41
13:14:41.732,69.57,19.69,1008.38,19.44
13:14:42.762,69.66,19.71,1008.39,19.45
13:14:43.745,69.65,19.74,1008.4,19.46
13:14:44.773,69.62,19.71,1008.39,19.4
13:14:45.803,69.59,19.71,1008.35,19.42
13:14:46.835,69.63,19.71,1008.38,19.32
13:14:47.865,69.53,19.65,1008.33,19.33
13:14:48.857,69.45,19.65,1008.38,19.39
13:14:49.889,69.5,19.65,1008.39,19.35
13:14:50.918,69.57,19.67,1008.39,19.35
13:14:51.949,69.51,19.65,1008.37,19.33
13:14:52.983,69.41,19.63,1008.37,19.32
13:14:54.012,69.45,19.6,1008.37,19.37
13:14:54.999,69.4,19.71,1008.36,19.38
13:14:56.030,69.37,19.67,1008.38,19.36
13:14:57.057,69.39,19.65,1008.35,19.36
13:14:58.085,69.26,19.65,1008.38,19.37
13:14:59.117,69.23,19.67,1008.38,19.37
13:15:00.148,69.23,19.72,1008.37,19.38
13:15:01.134,69.21,19.72,1008.38,19.38
13:15:02.162,69.07,19.71,1008.42,19.37
13:15:03.193,69.15,19.74,1008.39,19.37
13:15:04.225,69.12,19.67,1008.38,19.34
13:15:05.254,69.05,19.67,1008.35,19.35
13:15:06.279,68.96,19.67,1008.39,19.37
13:15:07.313,68.91,19.69,1008.38,19.4
13:15:08.342,69.02,19.69,1008.35,19.38
13:15:09.328,68.95,19.69,1008.35,19.38
13:15:10.358,68.97,19.69,1008.36,19.37
13:15:11.385,68.96,19.67,1008.36,19.38
13:15:12.415,68.91,19.72,1008.35,19.36
13:15:13.446,68.85,19.65,1008.39,19.35
13:15:14.474,69.04,19.63,1008.35,19.35
13:15:15.490,68.91,19.65,1008.38,19.4
13:15:16.521,69.1,19.71,1008.34,19.38
13:15:17.506,69,19.67,1008.36,19.4
13:15:18.537,68.96,19.72,1008.37,19.42
13:15:19.567,69,19.69,1008.37,19.43
13:15:20.597,69.02,19.74,1008.4,19.44
13:15:21.625,69,19.69,1008.35,19.45
13:15:22.655,68.97,19.74,1008.38,19.46
13:15:23.642,68.87,19.74,1008.4,19.46
13:15:24.669,68.88,19.8,1008.36,19.43
13:15:25.698,68.94,19.74,1008.37,19.43
13:15:26.726,68.85,19.72,1008.4,19.42
13:15:27.757,68.94,19.74,1008.37,19.41
13:15:28.789,68.85,19.72,1008.4,19.45
13:15:29.818,68.85,19.72,1008.37,19.47
13:15:30.848,68.89,19.8,1008.37,19.47
13:15:31.835,68.87,19.74,1008.35,19.46
13:15:32.865,68.8,19.72,1008.36,19.43
13:15:33.896,68.78,19.76,1008.34,19.43
13:15:34.927,68.71,19.78,1008.38,19.45
13:15:35.960,68.82,19.76,1008.38,19.46
13:15:36.944,68.73,19.8,1008.34,19.47
13:15:37.973,68.77,19.76,1008.38,19.48
13:15:39.009,68.79,19.78,1008.31,19.45
13:15:40.044,68.89,19.8,1008.32,19.43
13:15:41.075,68.8,19.74,1008.39,19.44
13:15:42.104,68.89,19.76,1008.34,19.41
13:15:43.089,68.77,19.76,1008.36,19.43
13:15:44.118,68.8,19.81,1008.38,19.45
13:15:45.149,68.78,19.76,1008.37,19.43
13:15:46.181,68.76,19.74,1008.34,19.43
13:15:47.210,68.8,19.76,1008.35,19.46
13:15:48.239,68.74,19.78,1008.37,19.43
13:15:49.224,68.69,19.76,1008.36,19.48
13:15:50.251,68.72,19.83,1008.38,19.48
13:15:51.282,68.83,19.8,1008.38,19.5
13:15:52.313,68.75,19.83,1008.37,19.51
13:15:53.341,68.83,19.85,1008.35,19.51
13:15:54.373,68.96,19.85,1008.32,19.52
13:15:55.400,68.78,19.83,1008.34,19.54
13:15:56.383,68.93,19.8,1008.34,19.53
13:15:57.412,68.8,19.81,1008.39,19.56
13:15:58.443,68.85,19.83,1008.34,19.56
13:15:59.475,68.82,19.83,1008.32,19.55
13:16:00.499,68.77,19.85,1008.36,19.54
13:16:01.531,68.85,19.85,1008.33,19.56
13:16:02.560,68.77,19.87,1008.37,19.58
13:16:03.541,68.72,19.87,1008.35,19.57
13:16:04.569,68.73,19.89,1008.37,19.56
13:16:05.600,68.72,19.87,1008.35,19.55
13:16:06.625,68.74,19.87,1008.36,19.54
13:16:07.658,68.68,19.9,1008.37,19.54
13:16:08.686,68.72,19.87,1008.35,19.55
13:16:09.713,68.63,19.85,1008.35,19.56
13:16:10.744,68.71,19.9,1008.32,19.56
13:16:11.729,68.62,19.89,1008.38,19.58
13:16:12.755,68.58,19.87,1008.34,19.57
13:16:13.787,68.56,19.81,1008.37,19.57
13:16:14.814,68.56,19.87,1008.32,19.57
13:16:15.848,68.55,19.87,1008.36,19.57
13:16:16.875,68.54,19.87,1008.34,19.57
13:16:17.904,68.49,19.87,1008.35,19.58
13:16:18.886,68.55,19.89,1008.37,19.58
13:16:19.916,68.56,19.85,1008.35,19.58
13:16:20.949,68.52,19.9,1008.39,19.59
13:16:21.977,68.44,19.89,1008.37,19.57
13:16:23.006,68.51,19.9,1008.36,19.6
13:16:24.038,68.55,19.89,1008.37,19.6
13:16:25.073,68.52,19.89,1008.32,19.6
13:16:26.054,68.53,19.87,1008.36,19.6
13:16:27.086,68.46,19.92,1008.39,19.59
13:16:28.117,68.53,19.89,1008.39,19.6
13:16:29.146,68.45,19.9,1008.36,19.6
13:16:30.174,68.52,19.92,1008.38,19.58
13:16:31.202,68.5,19.87,1008.35,19.62
13:16:32.187,68.51,19.9,1008.34,19.62
13:16:33.215,68.54,19.92,1008.37,19.61
13:16:34.276,68.5,19.9,1008.35,19.61
13:16:35.263,68.49,19.89,1008.36,19.6
13:16:36.290,68.46,19.87,1008.34,19.59
13:16:37.326,68.49,19.92,1008.35,19.6
13:16:38.356,68.43,19.94,1008.35,19.59
13:16:39.387,68.53,19.94,1008.35,19.62
13:16:40.417,68.46,19.92,1008.36,19.6
13:16:41.398,68.6,19.94,1008.39,19.6
13:16:42.425,68.57,19.9,1008.37,19.6
13:16:43.454,68.53,19.87,1008.32,19.58
13:16:44.482,68.49,19.83,1008.37,19.61
13:16:45.513,68.55,19.89,1008.34,19.59
13:16:46.549,68.5,19.89,1008.37,19.61
13:16:47.577,68.53,19.87,1008.37,19.59
13:16:48.556,68.52,19.9,1008.37,19.61
13:16:49.586,68.56,19.89,1008.35,19.58
13:16:50.613,68.47,19.89,1008.34,19.57
13:16:51.638,68.52,19.85,1008.34,19.6
13:16:52.669,68.55,19.92,1008.35,19.6
13:16:53.694,68.49,19.89,1008.38,19.58
13:16:54.725,68.53,19.9,1008.35,19.57
13:16:55.755,68.47,19.9,1008.36,19.58
13:16:56.782,68.54,19.83,1008.33,19.59
13:16:57.766,68.51,19.9,1008.37,19.6
13:16:58.797,68.59,19.9,1008.37,19.62
13:16:59.823,68.6,19.89,1008.35,19.61
13:17:00.854,68.55,19.9,1008.4,19.57
13:17:01.883,68.62,19.9,1008.34,19.58
13:17:02.914,68.65,19.9,1008.37,19.59
13:17:03.897,68.52,19.89,1008.37,19.57
13:17:04.927,68.6,19.87,1008.34,19.52
13:17:05.958,68.48,19.8,1008.32,19.49
13:17:06.990,68.54,19.78,1008.33,19.45
13:17:08.018,68.49,19.78,1008.33,19.48
13:17:09.047,68.6,19.8,1008.35,19.49
13:17:10.077,68.47,19.81,1008.33,19.5
13:17:11.058,68.5,19.81,1008.31,19.49
13:17:12.086,68.48,19.83,1008.37,19.5
13:17:13.117,68.49,19.78,1008.35,19.52
13:17:14.149,68.51,19.8,1008.32,19.51
13:17:15.178,68.49,19.81,1008.37,19.54
13:17:16.206,68.56,19.85,1008.37,19.52
13:17:17.233,68.55,19.83,1008.32,19.53
13:17:18.261,68.43,19.81,1008.35,19.51
13:17:19.243,68.53,19.8,1008.37,19.52
13:17:20.274,68.46,19.87,1008.34,19.52
13:17:21.302,68.5,19.85,1008.34,19.51
13:17:22.335,68.51,19.8,1008.38,19.51
13:17:23.366,68.48,19.78,1008.34,19.51
13:17:24.396,68.45,19.78,1008.35,19.53
13:17:25.381,68.46,19.78,1008.34,19.52
13:17:26.414,68.58,19.8,1008.34,19.5
13:17:27.443,68.44,19.8,1008.31,19.5
13:17:28.472,68.46,19.74,1008.3,19.5
13:17:29.501,68.57,19.81,1008.31,19.51
13:17:30.529,68.57,19.8,1008.29,19.5
13:17:31.513,68.37,19.81,1008.39,19.48
13:17:32.541,68.46,19.78,1008.31,19.47
13:17:33.572,68.42,19.76,1008.33,19.51
13:17:34.604,68.47,19.8,1008.32,19.53
13:17:35.634,68.46,19.81,1008.35,19.52
13:17:36.664,68.62,19.81,1008.3,19.54
13:17:37.693,68.47,19.85,1008.34,19.55
13:17:38.677,68.65,19.83,1008.33,19.54
13:17:39.705,68.51,19.81,1008.33,19.56
13:17:40.733,68.54,19.81,1008.39,19.56
13:17:41.766,68.64,19.8,1008.3,19.57
13:17:42.795,68.53,19.83,1008.34,19.59
13:17:43.821,68.59,19.81,1008.31,19.54
13:17:44.849,68.57,19.83,1008.33,19.57
13:17:45.878,68.55,19.83,1008.32,19.58
13:17:46.864,68.52,19.85,1008.33,19.59
13:17:47.897,68.64,19.89,1008.34,19.58
13:17:48.924,68.53,19.85,1008.33,19.61
13:17:49.952,68.55,19.89,1008.29,19.6
13:17:50.983,68.46,19.9,1008.3,19.61
13:17:52.012,68.46,19.89,1008.34,19.61
13:17:53.041,68.47,19.83,1008.33,19.61
13:17:54.028,68.45,19.89,1008.38,19.62
13:17:55.055,68.53,19.92,1008.35,19.62
13:17:56.071,68.49,19.9,1008.36,19.62
13:17:57.104,68.51,19.92,1008.35,19.61
13:17:58.136,68.41,19.9,1008.39,19.63
13:17:59.165,68.39,19.89,1008.37,19.65
13:18:00.194,68.48,19.9,1008.36,19.63
13:18:01.225,68.41,19.92,1008.35,19.61
13:18:02.205,68.52,19.9,1008.33,19.62
13:18:03.234,68.45,19.89,1008.31,19.65
13:18:04.267,68.51,19.89,1008.33,19.65
13:18:05.296,68.5,19.94,1008.35,19.66
13:18:06.325,68.43,19.94,1008.37,19.66
13:18:07.356,68.55,19.89,1008.34,19.67
13:18:08.386,68.46,19.96,1008.33,19.67
13:18:09.373,68.52,19.98,1008.34,19.66
13:18:10.399,68.56,19.92,1008.34,19.66
13:18:11.429,68.4,19.94,1008.33,19.66
13:18:12.461,68.45,19.92,1008.32,19.64
13:18:13.492,68.49,19.89,1008.36,19.61
13:18:14.515,68.53,19.89,1008.38,19.65
13:18:15.536,68.39,19.96,1008.33,19.62
13:18:16.567,68.5,19.94,1008.33,19.64
13:18:17.594,68.44,19.92,1008.33,19.65
13:18:18.577,68.42,19.96,1008.32,19.62
13:18:19.607,68.52,19.9,1008.31,19.63
13:18:20.636,68.51,19.9,1008.33,19.63
13:18:21.665,68.53,19.92,1008.31,19.66
13:18:22.693,68.54,19.94,1008.33,19.66
13:18:23.721,68.56,19.99,1008.35,19.67
13:18:24.747,68.43,19.98,1008.33,19.67
13:18:25.777,68.48,19.99,1008.33,19.68
13:18:26.805,68.52,19.94,1008.36,19.63
13:18:27.818,68.48,19.94,1008.37,19.66
13:18:28.807,68.59,19.98,1008.32,19.66
13:18:29.841,68.48,19.98,1008.32,19.65
13:18:30.873,68.47,19.94,1008.33,19.66
13:18:31.904,68.55,19.98,1008.34,19.65
13:18:32.937,68.5,20.01,1008.33,19.67
13:18:33.931,68.44,19.96,1008.32,19.67
13:18:34.951,68.47,19.96,1008.35,19.68
13:18:35.980,68.57,19.98,1008.37,19.67
13:18:37.007,68.46,19.96,1008.32,19.68
13:18:38.037,68.43,19.96,1008.38,19.69
13:18:39.047,68.33,19.98,1008.3,19.68
13:18:40.077,68.42,20.01,1008.36,19.68
13:18:41.106,68.51,19.96,1008.34,19.69
13:18:42.137,68.49,19.98,1008.32,19.69
13:18:43.165,68.51,20.03,1008.35,19.7
13:18:44.147,68.5,20.01,1008.31,19.71
13:18:45.175,68.59,20.01,1008.31,19.69
13:18:46.202,68.42,19.96,1008.35,19.68
13:18:47.232,68.58,20.01,1008.34,19.7
13:18:48.257,68.62,20.01,1008.3,19.69
13:18:49.284,68.5,19.98,1008.33,19.7
13:18:50.311,68.65,20.01,1008.34,19.72
13:18:51.340,68.64,19.99,1008.36,19.7
13:18:52.369,68.58,19.99,1008.35,19.7
13:18:53.397,68.59,20.01,1008.35,19.72
